Elspot Prices in EUR/MWh,,,,,,,,,,,,,,,,,,,
Data was last updated 10-01-2018,,,,,,,,,,,,,,,,,,,
,Hours,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT,FRE
21-06-2016,09 - 10,"30,56","42,59","42,59","42,59","42,59","42,59","42,59","42,59","27,18","27,18","25,41","42,59","42,59","25,57","96,09","96,09","96,09",
21-06-2016,10 - 11,"30,47","41,79","41,79","41,79","41,79","41,79","41,79","41,79","27,15","27,15","25,40","41,79","41,79","25,56","89,71","89,71","89,71",
21-06-2016,11 - 12,"30,67","43,73","43,73","43,73","43,73","43,73","43,73","43,73","27,06","27,06","25,80","43,73","43,73","25,60","96,94","96,94","96,94",
21-06-2016,12 - 13,"30,33","39,59","39,59","39,59","39,59","39,59","39,59","39,59","27,13","27,13","25,64","39,59","39,59","25,55","103,16","103,16","103,16",
21-06-2016,13 - 14,"30,13","37,64","37,64","37,64","37,64","37,64","37,64","37,64","27,13","27,13","25,87","37,64","37,64","25,55","105,11","105,11","105,11",
21-06-2016,14 - 15,"30,03","35,84","35,84","35,84","35,84","35,84","35,84","35,84","27,28","27,28","26,19","35,84","35,84","25,56","95,50","95,50","95,50",
21-06-2016,15 - 16,"29,75","34,58","34,58","34,58","34,58","34,58","34,16","34,58","27,04","27,04","25,67","34,58","34,58","25,54","87,80","87,80","87,80",
21-06-2016,16 - 17,"28,56","32,45","32,45","32,45","32,45","32,45","32,45","32,45","27,14","27,14","24,98","32,45","32,45","25,51","48,07","48,07","48,07",
21-06-2016,17 - 18,"28,60","33,05","33,05","33,05","33,05","33,05","33,05","33,05","26,97","26,97","24,97","33,05","33,05","25,47","48,04","48,04","48,04",
21-06-2016,18 - 19,"29,04","34,94","34,94","34,94","34,94","34,94","34,94","34,94","26,95","26,95","24,97","34,94","34,94","25,44","34,94","42,18","42,18",
21-06-2016,19 - 20,"29,07","35,91","35,91","35,91","35,91","35,91","35,91","35,91","26,71","26,71","25,26","35,91","35,91","25,46","35,91","51,53","51,53",
21-06-2016,20 - 21,"29,07","37,44","37,44","37,44","37,44","37,44","37,44","37,44","26,66","26,66","25,25","37,44","37,44","25,45","37,44","42,12","42,12",
21-06-2016,21 - 22,"28,62","34,98","34,98","34,98","34,98","34,98","34,98","34,98","26,68","26,68","25,24","34,98","34,98","25,40","34,98","42,11","42,11",
21-06-2016,22 - 23,"28,25","33,93","33,93","33,93","33,93","33,93","33,93","33,93","26,60","26,60","25,01","33,93","33,93","25,28","33,93","34,95","34,95",
21-06-2016,23 - 00,"26,90","30,00","30,00","30,00","30,00","30,00","30,00","30,00","26,50","26,50","24,98","30,00","30,00","25,14","30,00","34,86","34,86",
22-06-2016,00 - 01,"25,69","28,75","28,75","28,75","28,75","28,75","28,06","28,75","24,92","24,92","24,92","28,75","28,75","25,34","28,75","28,75","28,75",
22-06-2016,01 - 02,"24,77","25,57","25,57","25,57","25,57","25,57","24,95","25,57","24,16","24,16","24,16","25,57","25,57","25,28","25,57","25,57","25,57",
22-06-2016,02 - 03,"24,09","24,53","24,53","24,53","24,53","24,53","23,95","24,53","23,95","23,95","23,95","24,53","24,53","24,53","24,53","24,53","24,53",
22-06-2016,03 - 04,"23,26","23,71","23,71","23,71","23,71","23,71","23,14","23,71","23,14","23,14","23,14","23,71","23,71","23,71","23,71","24,02","24,02",
22-06-2016,04 - 05,"23,46","24,56","24,56","24,56","24,56","24,56","22,97","24,56","22,97","22,97","22,97","24,56","24,56","24,56","24,56","24,56","24,56",
22-06-2016,05 - 06,"25,28","30,35","30,35","30,35","30,35","30,35","24,06","30,35","23,78","23,78","23,78","30,35","30,35","25,33","30,35","30,35","30,35",
22-06-2016,06 - 07,"27,73","34,49","34,49","34,49","34,49","34,49","29,98","34,49","25,00","25,00","25,00","34,49","34,49","25,86","34,49","42,15","42,15",
22-06-2016,07 - 08,"29,92","40,98","40,98","40,98","40,98","40,98","40,00","40,98","26,50","26,50","24,65","40,98","40,98","26,04","40,98","43,37","43,37",
22-06-2016,08 - 09,"31,02","48,41","48,41","48,41","48,41","48,41","48,41","48,41","26,84","26,84","24,87","48,41","48,41","26,07","48,41","101,93","101,93",
22-06-2016,09 - 10,"30,86","44,50","44,50","44,50","44,50","44,50","44,50","44,50","26,84","26,84","24,88","44,50","44,50","26,07","44,50","130,06","130,06",
22-06-2016,10 - 11,"31,00","44,49","44,49","44,49","44,49","44,49","44,49","44,49","26,85","26,85","24,88","44,49","44,49","26,13","44,49","130,06","130,06",
22-06-2016,11 - 12,"30,65","44,43","44,43","44,43","44,43","44,43","36,62","44,43","26,83","26,83","24,89","44,43","44,43","26,12","44,43","130,03","130,03",
22-06-2016,12 - 13,"30,07","43,05","43,05","43,05","43,05","43,05","33,60","43,05","26,66","26,66","24,90","43,05","43,05","26,09","43,05","150,10","150,10",
22-06-2016,13 - 14,"29,94","38,32","38,32","38,32","38,32","38,32","30,29","38,32","26,64","26,64","24,91","38,32","38,32","26,09","38,32","130,07","130,07",
22-06-2016,14 - 15,"29,55","37,16","37,16","37,16","37,16","37,16","28,94","37,16","26,61","26,61","24,92","37,16","37,16","26,09","37,16","130,08","130,08",
22-06-2016,15 - 16,"29,47","37,96","37,96","37,96","37,96","37,96","28,93","37,96","26,61","26,61","24,82","37,96","37,96","26,10","37,96","69,97","69,97",
22-06-2016,16 - 17,"28,65","32,99","32,99","32,99","32,99","32,99","30,31","32,99","26,66","26,66","24,82","32,99","32,99","26,07","32,99","42,16","42,16",
22-06-2016,17 - 18,"29,11","34,53","34,53","34,53","34,53","34,53","33,70","34,53","26,60","26,60","24,74","34,53","34,53","25,95","34,53","42,15","42,15",
22-06-2016,18 - 19,"29,34","39,06","39,06","39,06","39,06","39,06","38,12","39,06","26,57","26,57","24,70","39,06","39,06","25,87","39,06","42,14","42,14",
22-06-2016,19 - 20,"29,44","39,80","39,80","39,80","39,80","39,80","39,80","39,80","26,16","26,16","25,06","39,80","39,80","25,79","39,80","43,46","43,46",
22-06-2016,20 - 21,"29,05","38,30","38,30","38,30","38,30","38,30","38,30","38,30","26,18","26,18","25,06","38,30","38,30","25,78","38,30","42,14","42,14",
22-06-2016,21 - 22,"28,75","37,39","37,39","37,39","37,39","37,39","37,39","37,39","26,23","26,23","25,05","37,39","37,39","25,77","37,39","42,14","42,14",
22-06-2016,22 - 23,"28,24","35,98","35,98","35,98","35,98","35,98","35,98","35,98","25,56","25,56","25,00","35,98","35,98","25,19","35,98","35,98","35,98",
22-06-2016,23 - 00,"26,70","31,09","31,09","31,09","31,09","31,09","30,35","31,09","24,96","24,96","24,94","31,09","31,09","25,14","31,09","32,76","32,76",
23-06-2016,00 - 01,"25,28","28,78","28,78","28,78","28,78","28,78","28,09","28,78","24,54","24,54","24,54","28,78","28,78","24,82","28,78","28,78","28,78",
23-06-2016,01 - 02,"24,96","26,27","26,27","26,27","26,27","26,27","25,64","26,27","24,31","24,31","24,31","26,27","26,27","24,75","26,27","26,27","26,27",
23-06-2016,02 - 03,"24,03","24,98","24,98","24,98","24,98","24,98","24,38","24,98","23,60","23,60","23,60","24,98","24,98","24,73","24,98","24,98","24,98",
23-06-2016,03 - 04,"23,53","23,87","23,87","23,87","23,87","23,87","23,34","23,87","23,34","23,34","23,34","23,87","23,87","23,87","23,87","23,87","23,87",
23-06-2016,04 - 05,"23,49","23,81","23,81","23,81","23,81","23,81","23,24","23,81","23,24","23,24","23,24","23,81","23,81","23,81","23,81","23,81","23,81",
23-06-2016,05 - 06,"25,07","30,32","30,32","30,32","30,32","30,32","24,14","30,32","23,37","23,37","23,37","30,32","30,32","24,82","30,32","30,32","30,32",
23-06-2016,06 - 07,"28,49","35,89","35,89","35,89","35,89","35,89","28,16","35,89","24,75","24,75","24,75","35,89","35,89","25,68","35,89","35,89","35,89",
23-06-2016,07 - 08,"29,97","36,80","36,80","36,80","36,80","36,80","35,91","36,80","25,35","25,35","24,19","36,80","36,80","25,92","36,80","43,55","43,55",
23-06-2016,08 - 09,"30,42","38,74","38,74","38,74","38,74","38,74","35,91","38,74","26,59","26,59","24,27","38,74","38,74","26,13","38,74","73,90","73,90",
23-06-2016,09 - 10,"30,51","38,96","38,96","38,96","38,96","38,96","34,97","38,96","26,60","26,60","24,24","38,96","38,96","26,17","38,96","71,09","71,09",
23-06-2016,10 - 11,"30,52","40,43","40,43","40,43","40,43","40,43","29,78","40,43","27,01","27,01","24,23","40,43","40,43","26,19","40,43","71,09","71,09",
23-06-2016,11 - 12,"30,08","39,26","39,26","39,26","39,26","39,26","27,95","39,26","26,55","26,55","24,22","39,26","39,26","26,16","39,26","71,08","71,08",
23-06-2016,12 - 13,"29,94","36,06","36,06","36,06","36,06","36,06","25,62","36,06","25,62","25,62","24,29","36,06","36,06","26,13","36,06","71,09","71,09",
23-06-2016,13 - 14,"29,35","33,32","33,32","33,32","33,32","33,32","25,43","33,32","25,43","25,43","24,24","33,32","33,32","26,12","33,32","71,10","71,10",
23-06-2016,14 - 15,"28,85","32,54","32,54","32,54","32,54","32,54","25,37","32,54","25,37","25,37","24,18","32,54","32,54","26,12","32,54","71,07","71,07",
23-06-2016,15 - 16,"29,12","32,41","32,41","32,41","32,41","32,41","32,41","32,41","25,47","25,47","24,31","32,41","32,41","26,09","32,41","81,09","81,09",
23-06-2016,16 - 17,"27,90","30,91","30,91","30,91","30,91","30,91","27,31","30,91","25,45","25,45","24,31","30,91","30,91","26,07","30,91","54,03","54,03",
23-06-2016,17 - 18,"28,55","31,59","31,59","31,59","31,59","31,59","31,59","31,59","25,39","25,39","24,31","31,59","31,59","26,04","31,59","43,51","43,51",
23-06-2016,18 - 19,"29,67","35,92","35,92","35,92","35,92","35,92","35,92","35,92","25,31","25,31","24,27","35,92","35,92","26,28","35,92","42,29","42,29",
23-06-2016,19 - 20,"29,83","40,06","40,06","40,06","40,06","40,06","40,06","40,06","25,09","25,09","24,96","40,06","40,06","26,28","40,06","44,07","44,07",
23-06-2016,20 - 21,"29,39","38,04","38,04","38,04","38,04","38,04","38,04","38,04","25,06","25,06","24,96","38,04","38,04","26,25","38,04","42,23","42,23",
23-06-2016,21 - 22,"28,65","32,72","32,72","32,72","32,72","32,72","32,72","32,72","25,15","25,15","24,91","32,72","32,72","26,23","32,72","39,76","39,76",
23-06-2016,22 - 23,"27,54","30,77","30,77","30,77","30,77","30,77","30,77","30,77","24,97","24,97","24,97","30,77","30,77","25,50","30,77","33,83","33,83",
23-06-2016,23 - 00,"25,34","26,99","26,99","26,99","26,99","26,99","26,99","26,99","24,77","24,77","24,77","26,99","26,99","25,41","26,99","27,09","27,09",
24-06-2016,00 - 01,"24,87","26,03","26,03","26,03","26,03","26,03","26,03","26,03","24,68","24,68","24,68","26,03","26,03","25,63","26,03","26,03","26,03",
24-06-2016,01 - 02,"24,54","24,56","24,56","24,56","24,56","24,56","24,56","24,56","24,56","24,56","24,56","24,56","24,56","24,56","24,56","24,56","24,56",
24-06-2016,02 - 03,"24,00","24,08","24,08","24,08","24,08","24,08","24,08","24,08","24,08","24,08","24,08","24,08","24,08","24,08","24,08","24,08","24,08",
24-06-2016,03 - 04,"23,27","23,36","23,36","23,36","23,36","23,36","23,36","23,36","23,36","23,36","23,36","23,36","23,36","23,36","23,36","23,36","23,36",
24-06-2016,04 - 05,"23,67","23,91","23,91","23,91","23,91","23,91","23,91","23,91","23,70","23,70","23,70","23,91","23,91","23,91","23,91","23,91","23,91",
24-06-2016,05 - 06,"24,67","26,91","26,91","26,91","26,91","26,91","26,91","26,91","24,25","24,25","24,25","26,91","26,91","25,46","26,91","26,91","26,91",
24-06-2016,06 - 07,"27,06","31,09","31,09","31,09","31,09","31,09","31,09","31,09","24,65","24,65","24,65","31,09","31,09","25,65","31,09","31,09","31,09",
24-06-2016,07 - 08,"28,96","32,98","32,98","32,98","32,98","32,98","32,98","37,03","24,88","24,88","24,78","32,98","32,98","25,83","32,98","42,06","42,06",
24-06-2016,08 - 09,"29,71","36,69","36,69","36,69","36,69","36,69","36,69","38,84","25,47","25,47","25,21","36,69","36,69","25,95","36,69","42,43","42,43",
24-06-2016,09 - 10,"29,40","34,46","34,46","34,46","34,46","34,46","34,46","34,46","25,61","25,61","25,21","34,46","34,46","25,96","34,46","42,45","42,45",
24-06-2016,10 - 11,"28,88","31,96","31,96","31,96","31,96","31,96","31,96","31,96","25,09","25,09","25,09","31,96","31,96","25,97","31,96","42,44","42,44",
24-06-2016,11 - 12,"27,94","30,74","30,74","30,74","30,74","30,74","30,74","30,74","24,98","24,98","24,84","30,74","30,74","25,95","30,74","42,44","42,44",
24-06-2016,12 - 13,"27,84","30,66","30,66","30,66","30,66","30,66","30,66","30,66","24,96","24,96","24,82","30,66","30,66","25,87","30,66","42,45","42,45",
24-06-2016,13 - 14,"27,19","29,93","29,93","29,93","29,93","29,93","29,93","29,93","24,93","24,93","24,93","29,93","29,93","25,83","29,93","42,45","42,45",
24-06-2016,14 - 15,"26,53","29,37","29,37","29,37","29,37","29,37","28,66","29,37","24,91","24,91","24,91","29,37","29,37","25,82","29,37","42,45","42,45",
24-06-2016,15 - 16,"26,37","29,08","29,08","29,08","29,08","29,08","28,38","29,08","24,84","24,84","24,84","29,08","29,08","25,77","29,08","42,44","42,44",
24-06-2016,16 - 17,"26,65","29,63","29,63","29,63","29,63","29,63","29,63","29,63","24,84","24,84","24,84","29,63","29,63","25,63","29,63","40,06","40,06",
24-06-2016,17 - 18,"28,33","31,65","31,65","31,65","31,65","31,65","31,65","31,65","24,81","24,81","24,81","31,65","31,65","25,57","31,65","42,02","42,02",
24-06-2016,18 - 19,"28,72","34,07","34,07","34,07","34,07","34,07","34,07","34,98","24,81","24,81","24,81","34,07","34,07","25,57","34,07","42,41","42,41",
24-06-2016,19 - 20,"28,55","34,01","34,01","34,01","34,01","34,01","34,01","35,53","24,77","24,77","24,77","33,97","33,97","25,56","34,01","42,47","42,47",
24-06-2016,20 - 21,"28,03","31,26","31,26","31,26","31,26","31,26","31,26","34,95","24,72","24,72","24,72","31,26","31,26","25,53","31,26","42,41","42,41",
24-06-2016,21 - 22,"27,87","31,24","31,24","31,24","31,24","31,24","31,24","31,24","24,71","24,71","24,71","31,24","31,24","25,49","31,24","41,77","41,77",
24-06-2016,22 - 23,"27,85","32,75","32,75","32,75","32,75","32,75","32,75","32,75","24,58","24,58","24,58","31,82","31,82","25,45","32,75","33,91","33,91",
24-06-2016,23 - 00,"27,21","31,28","31,28","31,28","31,28","31,28","31,28","31,28","24,59","24,59","24,59","31,28","31,28","25,39","31,28","31,28","31,28",
25-06-2016,00 - 01,"25,32","30,14","30,14","30,14","30,14","30,14","30,14","30,14","24,41","24,41","24,41","30,14","30,14","25,07","30,14","30,14","30,14",
25-06-2016,01 - 02,"24,99","28,97","28,97","28,97","28,97","28,97","28,97","28,97","24,18","24,18","24,18","28,97","28,97","25,00","28,97","28,97","28,97",
25-06-2016,02 - 03,"24,67","26,64","26,64","26,64","26,64","26,64","26,64","26,64","23,93","23,93","23,93","26,64","26,64","24,96","26,64","26,64","26,64",
25-06-2016,03 - 04,"24,02","24,28","24,28","24,28","24,28","24,28","24,28","24,28","23,82","23,82","23,82","24,28","24,28","24,28","24,28","24,28","24,28",
25-06-2016,04 - 05,"23,41","23,60","23,60","23,60","23,60","23,60","23,35","23,60","23,35","23,35","23,35","23,60","23,60","23,60","23,60","23,60","23,60",
25-06-2016,05 - 06,"23,13","23,56","23,56","23,56","23,56","23,56","23,00","23,56","23,00","23,00","23,00","24,63","24,63","23,56","23,56","23,56","23,56",
25-06-2016,06 - 07,"24,27","24,59","24,59","24,59","24,59","24,59","24,00","24,59","23,53","23,53","23,53","25,35","25,35","24,59","24,59","24,59","24,59",
25-06-2016,07 - 08,"24,85","27,59","27,59","27,59","27,59","27,59","27,59","27,59","23,77","23,77","23,77","27,59","27,59","25,00","27,59","27,59","27,59",
25-06-2016,08 - 09,"25,79","30,25","30,25","30,25","30,25","30,25","30,25","30,25","24,06","24,06","24,06","30,25","30,25","25,10","30,25","40,07","40,07",
25-06-2016,09 - 10,"27,96","32,96","32,96","32,96","32,96","32,96","32,96","32,96","24,43","24,43","24,43","32,96","32,96","25,16","32,96","42,80","42,80",
25-06-2016,10 - 11,"28,35","33,86","33,86","33,86","33,86","33,86","33,86","33,86","24,64","24,64","24,64","33,86","33,86","25,23","33,86","42,02","42,02",
25-06-2016,11 - 12,"28,13","32,95","32,95","32,95","32,95","32,95","32,95","32,95","24,63","24,63","24,63","32,95","32,95","25,24","32,95","42,02","42,02",
25-06-2016,12 - 13,"25,99","30,06","30,06","30,06","30,06","30,06","30,06","30,06","24,59","24,59","24,59","30,06","30,06","25,22","30,06","42,80","42,80",
25-06-2016,13 - 14,"25,40","28,49","28,49","28,49","28,49","28,49","27,81","28,49","24,53","24,53","24,53","28,49","28,49","25,20","28,49","42,09","42,09",
25-06-2016,14 - 15,"25,25","28,02","28,02","28,02","28,02","28,02","25,08","28,02","24,43","24,43","24,43","28,02","28,02","25,18","28,02","42,81","42,81",
25-06-2016,15 - 16,"25,18","27,86","27,86","27,86","27,86","27,86","24,43","27,86","24,33","24,33","24,33","27,86","27,86","25,18","27,86","40,65","40,65",
25-06-2016,16 - 17,"25,10","27,33","27,33","27,33","27,33","27,33","24,43","27,33","24,25","24,25","24,25","27,33","27,33","25,18","27,33","38,55","38,55",
25-06-2016,17 - 18,"25,24","27,98","27,98","27,98","27,98","27,98","27,31","27,98","24,29","24,29","24,29","27,98","27,98","25,19","27,98","38,44","38,44",
25-06-2016,18 - 19,"25,63","29,42","29,42","29,42","29,42","29,42","29,42","29,42","24,37","24,37","24,37","29,42","29,42","25,20","29,42","32,69","32,69",
25-06-2016,19 - 20,"26,25","30,53","30,53","30,53","30,53","30,53","30,53","30,53","24,32","24,32","24,32","30,53","30,53","25,23","30,53","30,53","30,53",
25-06-2016,20 - 21,"25,64","29,80","29,80","29,80","29,80","29,80","29,80","29,80","24,23","24,23","24,23","29,80","29,80","25,24","29,80","30,57","30,57",
25-06-2016,21 - 22,"25,36","28,81","28,81","28,81","28,81","28,81","28,81","28,81","24,11","24,11","24,11","28,81","28,81","25,21","28,81","29,80","29,80",
25-06-2016,22 - 23,"25,86","29,61","29,61","29,61","29,61","29,61","29,61","29,61","24,07","24,07","24,07","29,61","29,61","25,16","29,61","29,61","29,61",
25-06-2016,23 - 00,"25,22","27,02","27,02","27,02","27,02","27,02","27,02","27,02","24,24","24,24","24,24","27,02","27,02","25,13","27,02","27,02","27,02",
26-06-2016,00 - 01,"23,90","25,07","25,07","25,07","25,07","25,07","17,29","25,07","22,53","22,53","22,53","25,07","25,07","25,07","25,07","25,07","25,07",
26-06-2016,01 - 02,"21,84","23,60","23,60","23,60","23,60","23,60","21,19","23,60","21,19","21,19","21,19","23,60","23,60","23,60","23,60","23,60","23,60",
26-06-2016,02 - 03,"21,17","22,61","22,61","22,61","22,61","22,61","20,94","22,61","20,94","20,94","20,94","22,61","22,61","22,61","22,61","22,61","22,61",
26-06-2016,03 - 04,"20,72","21,58","21,58","21,58","21,58","21,58","20,57","21,58","20,57","20,57","20,57","21,58","21,58","21,58","21,58","21,58","21,58",
26-06-2016,04 - 05,"20,08","20,06","20,06","20,06","20,06","20,06","20,06","20,06","20,06","20,06","20,06","20,51","20,51","20,51","20,06","20,06","20,06",
26-06-2016,05 - 06,"19,97","19,96","19,96","19,96","19,96","19,96","19,96","19,96","19,96","19,96","19,96","19,96","19,96","19,96","19,96","23,00","23,00",
26-06-2016,06 - 07,"20,97","23,19","23,19","23,19","23,19","23,19","14,20","23,19","20,22","20,22","20,22","23,19","23,19","23,19","23,19","24,06","24,06",
26-06-2016,07 - 08,"22,99","26,76","26,76","26,76","26,76","26,76","26,76","26,76","20,73","20,73","20,73","26,76","26,76","25,12","26,76","26,76","26,76",
