TIMESTAMP,POWER,U10,V10,U100,V100
20150117 06:00,0.8848038593557,8.22961,2.42821,11.7759,3.36511
20150117 07:00,0.88507594311938,8.49939,1.85959,12.31,2.46074
20150117 08:00,0.967394245874927,8.80094,1.54413,12.6838,2.1029
20150117 09:00,0.889098152030992,8.14097,2.37718,11.6398,3.20483
20150117 10:00,0.878506116351329,8.18364,3.54236,11.5381,4.84914
20150117 11:00,0.634045174721613,8.47347,3.4044,11.6254,4.62754
20150117 12:00,0.783986699890272,7.93586,3.00218,10.9799,4.04939
20150117 13:00,0.819202387197345,7.72359,3.64146,10.5676,4.83044
20150117 14:00,0.871825297138972,6.90688,3.68004,9.62389,5.01999
20150117 15:00,0.837086539968653,5.8239,3.72201,8.46292,5.20351
20150117 16:00,0.838278705873395,5.76689,4.30444,8.48608,6.1055
20150117 17:00,0.877928511121987,5.20251,4.85722,7.82986,6.97962
20150117 18:00,0.926252506510405,4.76542,5.39894,7.22969,7.73649
20150117 19:00,0.882523920045713,4.81005,6.115,7.23656,8.75611
20150117 20:00,0.863584473445753,5.2003,6.28076,7.75853,8.96754
20150117 21:00,0.695001793757204,4.8801,6.65426,7.17702,9.49738
20150117 22:00,0.873572176805979,4.45579,6.69526,6.76915,9.70851
20150117 23:00,0.87308023496303,3.7123,8.32393,5.51569,11.9873
20150118 00:00,0.534922675821832,2.09855,8.22485,3.29914,11.8344
20150118 01:00,0.746888619919409,3.12329,5.40036,4.74555,7.86189
20150118 02:00,0.865123857289528,3.09582,5.10655,4.8907,7.55918
20150118 03:00,0.752894901104283,3.27784,5.01254,5.13393,7.34056
20150118 04:00,0.8357475941261,3.13429,4.82854,4.95366,7.02859
20150118 05:00,0.773639589723821,3.18254,4.03729,5.23136,6.06527
20150118 06:00,0.827251349592314,3.39264,3.42356,5.59434,5.2176
20150118 07:00,0.652724764803461,3.05541,3.13343,5.29983,4.97911
20150118 08:00,0.534880418221154,2.74163,2.92227,4.89212,4.58137
20150118 09:00,0.4251613678401,2.59739,2.89525,4.50311,4.37134
20150118 10:00,0.110831714722246,2.44278,3.05801,3.72272,4.18752
20150118 11:00,0.450925341994988,2.4576,3.40944,3.31372,4.41941
20150118 12:00,0.685593857735698,2.39296,3.06126,3.18628,3.99886
20150118 13:00,0.592025088923346,2.32496,2.43186,2.99594,3.17984
20150118 14:00,0.374261153648328,2.3247,1.81947,2.97942,2.35165
20150118 15:00,0.189865784354266,1.56269,1.20134,2.96025,2.031
20150118 16:00,0.278836058171299,1.81956,1.54353,2.69896,1.74545
20150118 17:00,0.217347655859635,2.05358,1.47782,2.49094,1.4338
20150118 18:00,0.0504782141743928,1.46043,1.52629,1.98509,1.47736
20150118 19:00,0.00576128567719122,1.04376,1.79871,1.80103,1.77796
20150118 20:00,0.00127036996367154,0.968523,2.20902,1.76934,2.26216
20150118 21:00,0.0700312011987212,1.40153,2.19779,2.18742,2.27059
20150118 22:00,0.0329564890856372,1.28448,1.48433,2.08948,1.4969
20150118 23:00,0.0116749151870451,0.223513,1.27361,1.46957,1.22905
20150119 00:00,0.0882825651948396,-0.762041,0.963057,0.540132,1.2442
20150119 01:00,0.0454197454447515,-2.24834,1.39812,-1.829,2.55482
20150119 02:00,0.0379383221561329,-1.97563,1.36165,-1.7921,2.94802
20150119 03:00,0.119776000150064,-2.08689,1.08366,-2.20761,2.82442
20150119 04:00,0.223499404759973,-2.19772,0.734857,-2.67264,2.29347
20150119 05:00,0.189030795270019,-2.42006,0.606238,-3.63983,2.12886
20150119 06:00,0.215033086961025,-2.42211,0.442447,-3.67946,1.79802
20150119 07:00,0.0903174995841934,-2.44882,0.36248,-3.53787,1.38163
20150119 08:00,0.0694739774898058,-2.38801,0.241842,-3.45674,1.07434
20150119 09:00,0.0408867747862396,-2.6318,0.448208,-3.33227,0.962172
20150119 10:00,0.0384754297395658,-2.69302,0.976383,-3.18201,1.1722
20150119 11:00,0.0428226923135389,-2.66066,0.703423,-3.07492,0.801555
20150119 12:00,0.0358031305877535,-2.42667,0.239562,-2.87397,0.383508
20150119 13:00,0.0339112043991184,-2.13773,-0.312777,-2.56878,-0.35253
20150119 14:00,0.0200605578776598,-1.86605,-0.902246,-2.3504,-1.08752
20150119 15:00,0.027122385649332,-1.5778,-0.964023,-2.60026,-1.51721
20150119 16:00,0.0154010321689854,-1.50633,-1.05375,-2.73699,-1.56654
20150119 17:00,0.00681830558670128,-1.35942,-1.20128,-2.50043,-1.51134
20150119 18:00,0.013631619152117,-1.40563,-1.35736,-2.33242,-1.49145
20150119 19:00,0.0216800546196988,-1.63247,-1.54405,-2.30929,-1.75537
20150119 20:00,0.0479229670030085,-1.55349,-1.33488,-2.54462,-2.13883
20150119 21:00,0.0156622817120296,-1.61414,-1.2168,-2.81079,-2.06668
20150119 22:00,0.00102917224149535,-1.54198,-1.02546,-2.62746,-1.67987
20150119 23:00,0.0160740241468954,-1.5341,-0.903978,-2.42746,-1.39374
20150120 00:00,0.0594458531020444,-1.49738,-0.693134,-2.26681,-1.09988
20150120 01:00,0.0484171182004867,-1.98614,1.39718,-3.09242,3.02589
20150120 02:00,0.0672735729654209,-2.09098,1.28299,-3.29829,2.84355
20150120 03:00,0.0720530445857212,-2.37826,1.26326,-3.79169,2.69731
20150120 04:00,0.0948647790863208,-3.31152,1.42491,-5.06287,2.59042
20150120 05:00,0.0665847054856001,-3.20307,1.2249,-5.16038,2.42835
20150120 06:00,0.0687992472856263,-2.43856,0.878827,-4.09474,1.7619
20150120 07:00,0.0368976909557519,-2.09517,0.554545,-3.53982,1.2007
20150120 08:00,0.0656920115187645,-1.94785,0.25106,-3.17026,0.665856
20150120 09:00,0.040853114774098,-2.09998,0.119856,-2.95323,0.339184
20150120 10:00,0.0350654490232851,-2.52475,-0.0516968,-3.06043,0.0721064
20150120 11:00,0.00829473285331456,-2.48751,0.10732,-3.08247,0.116612
20150120 12:00,0.0100139541262103,-1.69407,0.223768,-2.08145,0.245348
20150120 13:00,0.000658015533679287,-0.635472,0.417682,-0.850642,0.416126
20150120 14:00,0.00165378895062704,0.270111,0.279578,0.170982,0.307799
20150120 15:00,0.00352194809904414,0.91052,-0.182741,0.771951,-0.216119
20150120 16:00,0.000396890316513029,0.936311,-0.565821,0.811034,-0.762794
20150120 17:00,6.41609887540813e-05,0.712443,-0.463163,0.489275,-0.703588
20150120 18:00,0.000516901480856918,0.357165,-0.104672,0.209863,-0.318527
20150120 19:00,0.00603831797495475,-0.0696487,0.385351,-0.249445,0.307994
20150120 20:00,0.0130990022521077,-0.463054,1.09542,-0.680799,1.02148
20150120 21:00,0.00637255068589769,-0.785178,1.63662,-0.885261,1.62275
20150120 22:00,0.00234702604812777,-0.705257,2.30594,-0.504912,2.44262
20150120 23:00,0.00777936140411732,-0.699882,2.2897,-0.237711,2.66834
20150121 00:00,0.0341454490053293,-1.16091,1.61993,-0.458149,2.26785
20150121 01:00,0.0710457167445099,-2.23645,1.55263,-3.20108,2.98483
20150121 02:00,0.0661108693728098,-2.19159,1.51444,-3.50275,3.45747
20150121 03:00,0.0617516833546604,-2.25524,1.33554,-3.44531,3.39448
20150121 04:00,0.0195080018523212,-2.54156,0.93153,-3.71246,2.72118
20150121 05:00,0.0108451722208554,-3.03294,0.619005,-4.38772,2.12561
20150121 06:00,0.0581233211763138,-3.26096,0.644597,-5.11856,2.03401
20150121 07:00,0.0383836910350073,-3.39405,0.85765,-5.73211,2.26744
20150121 08:00,0.0188121866389348,-3.51136,0.843973,-6.09829,2.15568
20150121 09:00,0.0516365063995659,-3.53816,0.819436,-5.81928,1.94101
20150121 10:00,0.124193864735583,-3.51943,0.773099,-5.18653,1.62313
20150121 11:00,0.0522157107348912,-3.16128,0.670293,-4.23657,1.21623
20150121 12:00,0.055034062257974,-2.88137,0.925455,-3.4692,1.33722
20150121 13:00,0.0222760367830141,-2.35641,1.185,-2.84272,1.55564
20150121 14:00,0.0328861400507847,-1.85989,0.98354,-2.45643,1.59093
20150121 15:00,0.0481966541136898,-1.56742,0.668335,-2.28046,1.45137
20150121 16:00,0.110437458914569,-1.92904,0.390319,-2.08672,1.13049
20150121 17:00,0.158803779960333,-1.86949,0.279333,-2.41407,1.0574
20150121 18:00,0.137212899033736,-1.8872,0.652291,-2.48738,1.91291
20150121 19:00,0.109611148623392,-1.55719,1.41136,-1.67774,2.81193
20150121 20:00,0.0819251958924744,-1.11553,1.63467,-1.13865,3.31494
20150121 21:00,0.115429326118218,-1.03666,1.84158,-1.17601,3.77627
20150121 22:00,0.149858204574908,-0.947937,2.08179,-1.07614,4.15569
20150121 23:00,0.0491324201816737,-0.876042,2.11374,-0.949058,4.0501
20150122 00:00,0.0276205255580996,-1.12772,2.06591,-0.956273,3.43023
20150122 01:00,0.0613309311210523,-1.96135,0.253602,-3.12979,0.85416
20150122 02:00,0.00240628278418581,-2.0649,0.485789,-3.33121,1.24464
20150122 03:00,0.0116334884942097,-2.07617,0.757806,-3.33293,1.64697
20150122 04:00,0.0152544272526341,-1.98373,0.902098,-3.09067,1.70504
20150122 05:00,0.0159279871750776,-1.79082,0.865873,-2.70129,1.2599
20150122 06:00,0.00851671008895288,-1.6461,0.910734,-2.22401,0.810633
20150122 07:00,0.0278414164984435,-1.61745,1.22192,-1.69323,0.798974
20150122 08:00,0.0160430341340955,-1.32079,0.965096,-1.21367,0.42061
20150122 09:00,0.0022859826982306,-1.09836,0.430087,-0.921463,0.0107012
20150122 10:00,0.00200644486848307,-0.924796,-0.292793,-0.921483,-0.658301
20150122 11:00,0.00636709005154217,-0.862649,-1.24079,-0.914889,-1.58405
20150122 12:00,0.0171656493200366,-0.818106,-2.19599,-0.866825,-2.78123
20150122 13:00,0.0299695509736684,-0.630923,-2.33911,-0.67732,-2.94656
20150122 14:00,0.0148756809623002,-0.556853,-1.67934,-0.738535,-2.57077
20150122 15:00,0.00680784417689408,-1.06272,-1.65252,-0.997637,-2.11794
20150122 16:00,0.00618662882315736,-0.82825,-1.41927,-0.630245,-1.93548
20150122 17:00,0.0137070519155345,-0.535869,-0.694314,-0.0725288,-1.50153
20150122 18:00,0.0129780849964854,0.00165462,0.540639,0.493956,-0.212953
20150122 19:00,0.000888876515874132,0.613255,1.41673,1.38144,0.710991
20150122 20:00,0.00165029110619344,1.2276,1.3595,2.06371,0.709444
20150122 21:00,0.0123623843413711,1.61082,0.656617,2.35342,-0.0603294
20150122 22:00,0.00597941267344349,1.88815,-0.260001,2.39922,-1.04253
20150122 23:00,0.00229009619175684,1.72101,-1.36772,2.05188,-2.05121
20150123 00:00,0.00508533210857349,1.00295,-1.78443,1.36266,-2.37251
20150123 01:00,0.00442388376818683,2.31291,1.94815,3.08394,1.78784
20150123 02:00,0.000653353121190755,3.07105,0.759704,3.73722,0.625969
20150123 03:00,0.00107151074387841,2.74869,-0.203412,3.20201,-0.34741
20150123 04:00,0.00183689696992878,1.78004,0.025445,2.23565,-0.205925
20150123 05:00,0.00747840958043806,0.65986,1.01375,1.42442,0.644075
20150123 06:00,0.0272968986471336,1.03524,1.76505,1.89042,1.4729
20150123 07:00,0.0372436535145043,2.19363,2.32755,3.0069,2.10204
20150123 08:00,0.0567588328890306,2.14728,2.27154,3.55949,2.6211
20150123 09:00,0.0811289287863682,1.68037,2.19336,3.71916,3.59016
20150123 10:00,0.101279498960063,2.02094,2.8015,3.8811,4.4612
20150123 11:00,0.354604531488699,2.64276,3.45173,4.04225,4.85433
20150123 12:00,0.477550283235927,3.25991,3.98653,4.61273,5.3723
20150123 13:00,0.662549053796078,3.31862,4.41212,4.82581,6.08581
20150123 14:00,0.748255458479527,2.89748,4.65313,4.46683,6.69065
20150123 15:00,0.812523199786667,2.32825,5.20984,4.00563,8.02553
20150123 16:00,0.861451077979134,2.6777,5.84275,4.49695,8.97112
20150123 17:00,0.915243461358261,2.99922,6.27471,4.87772,9.37084
20150123 18:00,0.942065546696555,3.34952,6.51125,5.28368,9.69045
20150123 19:00,0.949466689267229,2.8055,7.35024,4.44615,10.7061
20150123 20:00,0.959398935215793,2.16356,8.27817,3.37101,11.9667
20150123 21:00,0.953078317987969,2.81372,8.58167,4.36545,12.2475
20150123 22:00,0.96660073597053,2.7962,8.92855,4.28051,12.7374
20150123 23:00,0.975652188806199,3.01978,9.17595,4.58028,13.0487
20150124 00:00,0.969535016889924,3.24414,9.02388,4.93102,12.8063
20150124 01:00,0.966847251551563,1.75612,10.1976,2.83848,14.4813
20150124 02:00,0.970754481411099,1.85964,10.145,3.0112,14.3737
20150124 03:00,0.968849170248599,1.52937,9.58564,2.73817,14.4121
20150124 04:00,0.961613009492975,1.17976,9.60177,2.17129,14.4361
20150124 05:00,0.948382553808148,0.981647,9.61527,1.86838,14.2742
20150124 06:00,0.949917265067845,1.88369,8.99144,3.11282,13.2649
20150124 07:00,0.969407959099893,2.4828,8.1517,4.1555,12.1087
20150124 08:00,0.915216789334373,2.97876,4.62939,5.76695,7.57294
20150124 09:00,0.370884980238832,4.34127,-3.9467,7.64435,-7.5493
20150124 10:00,0.465492052742757,4.65992,-4.4374,7.93894,-7.96368
20150124 11:00,0.646709840378801,4.83713,-4.26621,8.28374,-7.6111
20150124 12:00,0.556484782175406,4.77537,-3.95129,8.21671,-7.11206
20150124 13:00,0.598970425737006,4.98954,-3.80444,8.54772,-6.81357
20150124 14:00,0.559367947761983,4.90052,-3.14383,8.55887,-5.83512
20150124 15:00,0.735359990331019,5.59108,-3.19487,9.76673,-5.90953
20150124 16:00,0.595118128909966,5.99832,-3.09032,10.366,-5.64087
20150124 17:00,0.500819837635189,5.90482,-3.02676,10.2622,-5.53464
20150124 18:00,0.633962026093254,5.62559,-2.76818,9.91327,-5.17395
20150124 19:00,0.764001630830833,5.71717,-3.24553,9.94231,-5.97614
20150124 20:00,0.498168432083817,5.83084,-2.99464,10.1131,-5.4791
20150124 21:00,0.61654046147055,5.94134,-3.70008,10.1521,-6.61027
20150124 22:00,0.772127816164494,5.58967,-3.29567,9.69345,-5.95054
20150124 23:00,0.639368826390732,5.24437,-3.57355,9.21196,-6.62318
20150125 00:00,0.646305182095904,5.02073,-3.10118,8.92964,-5.85498
20150125 01:00,0.629570953096093,4.08731,-3.0896,6.61863,-5.46302
20150125 02:00,0.386589863586838,3.76698,-2.71525,6.31214,-5.1677
20150125 03:00,0.484142801343595,3.65004,-2.65544,6.20506,-5.09292
20150125 04:00,0.48395365379947,3.54322,-2.72385,5.988,-5.22488
20150125 05:00,0.567578971181116,3.26733,-2.4934,5.61599,-4.92062
20150125 06:00,0.526650485827542,2.77569,-1.61631,5.11338,-3.94498
20150125 07:00,0.281537878406655,2.94952,-1.42144,5.46757,-3.55852
20150125 08:00,0.258153975715173,2.76941,-1.47336,5.1429,-3.64279
20150125 09:00,0.143787520187661,2.85739,-1.17828,5.29126,-3.13839
20150125 10:00,0.195723837808126,3.74181,-1.12036,5.47369,-2.54974
20150125 11:00,0.0958317339501331,3.7729,-0.838367,5.56072,-1.99686
20150125 12:00,0.203547112342997,3.7291,-0.670805,5.53878,-1.72377
20150125 13:00,0.166854795370718,3.62268,-0.240014,5.37965,-1.13398
20150125 14:00,0.132051580621723,3.50982,0.187038,5.29485,-0.50257
20150125 15:00,0.195036350076177,2.87971,0.525534,5.33642,-0.024498
20150125 16:00,0.0905373589458545,2.212,1.17562,4.77358,1.0832
20150125 17:00,0.135842819041572,2.07729,1.97845,4.85718,2.72271
20150125 18:00,0.266066533911037,2.06248,2.74717,4.66151,4.09257
20150125 19:00,0.342519696354207,2.30552,3.11293,4.9194,4.85753
20150125 20:00,0.305287272994003,2.25834,3.4342,4.9153,5.5279
20150125 21:00,0.291434402764419,2.27235,4.18252,4.57767,6.57063
20150125 22:00,0.350025195102324,2.59007,4.62067,4.95335,7.30336
20150125 23:00,0.521456254695152,2.7724,5.26495,5.14787,8.16063
20150126 00:00,0.57131739042706,2.90178,5.56349,5.2461,8.54486
20150126 01:00,0.760131397930369,2.13715,6.22015,4.01708,9.48257
20150126 02:00,0.78107264173637,2.21892,6.4354,4.08813,9.82661
20150126 03:00,0.782915485670269,2.35496,6.49971,4.37062,9.87276
20150126 04:00,0.764512612389376,2.19527,6.60098,4.21287,10.0656
20150126 05:00,0.75426579207949,2.42425,6.63539,4.6177,10.0689
20150126 06:00,0.806162058930249,2.93952,6.32508,5.39361,9.59325
20150126 07:00,0.703854870972836,4.01012,5.67606,7.06742,8.43891
20150126 08:00,0.742121096757433,4.16278,5.26601,7.32526,7.76722
20150126 09:00,0.775063092175341,4.10376,5.28898,7.12731,7.82436
20150126 10:00,0.703736113262958,4.82229,4.9419,8.02143,7.21594
20150126 11:00,0.421579237481676,5.55414,2.87259,9.0738,3.82647
20150126 12:00,0.461920976906886,4.5443,-0.685065,7.31032,-2.20423
20150126 13:00,0.472255257541154,3.21255,-2.39445,5.01246,-4.66267
20150126 14:00,0.533252769178109,3.3411,-2.90291,5.28591,-5.15542
20150126 15:00,0.603780833970119,4.35858,-3.02981,6.85684,-5.37688
20150126 16:00,0.784812776961491,5.21244,-4.186,7.78077,-6.88134
20150126 17:00,0.734744705505265,5.55472,-4.54356,8.36057,-7.4389
20150126 18:00,0.726807615911584,5.0194,-4.32926,7.59861,-7.03877
20150126 19:00,0.737024270608297,5.79253,-5.11886,8.60466,-7.9522
20150126 20:00,0.820899719091026,5.5031,-5.50578,8.14483,-8.591
20150126 21:00,0.892382579933867,5.58386,-6.39467,8.16463,-9.85661
20150126 22:00,0.865226412624138,5.89524,-7.18591,8.54578,-10.8862
20150126 23:00,0.923121546331788,5.8905,-7.44095,8.59067,-11.3412
20150127 00:00,0.797632112196871,6.2487,-7.50459,9.08999,-11.4062
20150127 01:00,0.853026945919281,5.84159,-6.54966,8.54714,-10.1031
20150127 02:00,0.876251622725371,5.7267,-6.52589,8.37115,-10.0693
20150127 03:00,0.838978601058846,5.61295,-6.79883,8.17093,-10.4733
20150127 04:00,0.654973675902226,6.18132,-7.11096,9.00655,-10.8538
20150127 05:00,0.899942137072063,5.89129,-7.27532,8.57511,-11.1072
20150127 06:00,0.869925193639465,5.32555,-7.50258,7.74682,-11.4436
20150127 07:00,0.839659334449348,5.04155,-7.61264,7.38231,-11.6177
20150127 08:00,0.704871916687033,4.55709,-7.5068,6.66246,-11.4862
20150127 09:00,0.695060449864566,3.85865,-6.95997,5.57135,-10.5767
20150127 10:00,0.678576531099961,4.0535,-6.0668,5.73659,-9.18947
20150127 11:00,0.641597536210868,4.46149,-5.32004,6.40969,-8.16143
20150127 12:00,0.6195538314039,4.50861,-5.0774,6.21288,-7.44344
20150127 13:00,0.55729765918219,4.64452,-5.22897,6.49216,-7.75025
20150127 14:00,0.600925433237949,4.24126,-4.7531,6.06988,-7.32261
20150127 15:00,0.672300510776528,4.15043,-3.31838,6.25602,-5.64311
20150127 16:00,0.372212867571827,4.6168,-2.13686,7.48016,-4.12469
20150127 17:00,0.297839888603853,4.69955,-1.56824,7.65951,-3.25818
20150127 18:00,0.320291182778566,5.27826,-1.58797,8.40983,-3.18428
20150127 19:00,0.335823608656093,5.09582,-1.23651,8.17687,-2.6453
20150127 20:00,0.375011766342109,4.71321,-0.00252438,7.87881,-0.745476
20150127 21:00,0.48136805455085,4.86331,0.958298,8.19637,0.868788
20150127 22:00,0.367827505686965,5.00501,1.57167,8.25556,1.87921
20150127 23:00,0.585878886729193,5.09462,2.26283,8.28502,2.94351
20150128 00:00,0.66044380195829,5.36118,2.84747,8.6304,3.83656
20150128 01:00,0.649558910114323,4.94582,3.81976,7.98331,5.30181
20150128 02:00,0.674471364228982,4.8769,4.94076,7.98137,7.03081
20150128 03:00,NA,5.35744,5.56837,8.63347,7.9911
20150128 04:00,0.786056274941354,5.1012,6.3486,8.24066,9.14004
20150128 05:00,0.859603331902741,5.52676,6.65664,8.71906,9.54758
20150128 06:00,0.90788378635336,5.83891,6.79163,8.99878,9.76956
20150128 07:00,0.916038398619559,5.70532,7.89258,8.82127,11.3159
20150128 08:00,0.971524134803895,5.75656,8.13421,8.89389,11.7209
20150128 09:00,0.948662907988401,4.52895,8.78303,7.11595,12.5951
20150128 10:00,0.954689584512169,4.1145,10.1118,6.46852,14.4921
20150128 11:00,0.981041465069377,3.94771,10.7533,6.18257,15.6294
20150128 12:00,0.986626755652448,4.50368,11.1921,7.03591,16.1993
20150128 13:00,0.985712687757933,3.41132,12.2128,5.55942,17.7093
20150128 14:00,0.985193971721075,3.37541,12.6539,5.73283,18.5836
20150128 15:00,0.97941850634469,5.1339,12.6092,8.25423,18.4445
20150128 16:00,0.938161199367377,8.71269,6.27977,13.0667,8.66889
20150128 17:00,0.893900639960427,9.91484,1.45698,14.4131,1.65644
20150128 18:00,0.942163801813431,10.6407,1.87303,15.2214,2.34966
20150128 19:00,0.958856164389947,10.5255,2.42189,15.1447,3.12456
20150128 20:00,0.969712736209358,10.513,1.57775,14.9533,1.97668
20150128 21:00,0.965095577699097,10.0679,0.487326,14.416,0.283988
20150128 22:00,0.916960387306542,10.6839,1.00009,15.1254,1.29949
20150128 23:00,0.944312472866167,12.0667,-0.483768,17.0195,-0.991529
20150129 00:00,0.990218898393467,11.331,0.769884,16.1191,0.898481
20150129 01:00,0.977058954130351,9.82438,0.591296,13.8948,0.706936
20150129 02:00,0.972699956368607,10.3422,1.55642,14.608,1.97488
20150129 03:00,0.97409463589481,8.88918,2.31422,12.6538,3.03228
20150129 04:00,0.95902510756393,8.67326,2.70755,12.4369,3.65758
20150129 05:00,0.91396458027109,7.66332,3.48764,11.0659,4.82695
20150129 06:00,0.914273580834439,6.3862,3.85191,9.41577,5.47678
20150129 07:00,0.677254573292973,5.78895,4.63429,8.40439,6.60278
20150129 08:00,0.761706584112641,5.22947,4.81607,7.65792,6.95923
20150129 09:00,0.832641916737845,5.57901,4.52586,8.04046,6.44412
20150129 10:00,0.715084336063711,5.52756,3.29615,7.6293,4.54236
20150129 11:00,0.717620449817432,5.42408,3.20391,7.51105,4.23158
20150129 12:00,0.860363865052652,5.65034,4.01917,7.59646,5.22333
20150129 13:00,0.735026716119445,5.93548,4.06415,8.04047,5.43785
20150129 14:00,0.53200246086341,5.0312,4.23115,7.01506,5.76806
20150129 15:00,0.664117202373173,3.51609,4.50622,5.12941,6.30745
20150129 16:00,0.206086416415544,2.63851,4.01441,4.35242,6.04328
20150129 17:00,0.204060760095949,2.36557,3.56702,3.92539,5.50364
20150129 18:00,0.0897243785617796,2.22015,3.65421,3.84051,5.74328
20150129 19:00,0.0693177533116471,2.21649,3.47035,3.79808,5.54764
20150129 20:00,0.0657803070979941,1.42951,2.88771,2.82276,4.98605
20150129 21:00,0.109922517091431,0.601957,2.63832,1.57823,4.74945
20150129 22:00,0.0920601079648686,0.0330515,2.43433,0.598702,4.53016
20150129 23:00,0.0220658963730691,-0.35973,2.65655,0.250332,3.95966
20150130 00:00,0.00219894500724387,-0.947754,2.47877,-0.348407,3.58576
20150130 01:00,0.000477725937480288,1.14446,1.7564,1.57475,1.70191
20150130 02:00,0.00190977279559867,1.14512,1.33344,1.70446,1.26867
